profile_id,user_id,farmer_id_external,agristack_id,aadhaar_token,district_id,taluka_id,village_id,kyc_status,crop_history
972,1062,FARM000972,AGR000972,13b6077a-da2d-4834-b3ac-64b024d5ef9e,3,19,135,REJECTED,"Soybean,Bajra,Cotton"
973,1063,FARM000973,AGR000973,dd3e701b-cc53-4344-b5f5-67d6aad3552a,8,14,465,REJECTED,"Soybean,Bajra,Cotton"
974,1064,FARM000974,AGR000974,bd48c2e2-b808-4b27-8491-b1dade07eb58,3,38,99,PENDING,"Soybean,Bajra,Cotton"
975,1065,FARM000975,AGR000975,4066d531-fb27-49ee-9911-b9d8bae0de62,3,14,372,PENDING,"Soybean,Bajra,Cotton"
976,1066,FARM000976,AGR000976,e1fe6da0-7449-4771-a413-ad3f08133c02,3,26,420,PENDING,"Soybean,Bajra,Cotton"
977,1067,FARM000977,AGR000977,453c9051-c596-4b4b-87ed-0701c1646b57,7,31,203,VERIFIED,"Soybean,Bajra,Cotton"
978,1068,FARM000978,AGR000978,04620b7f-979d-4960-9a19-1879f566eaac,6,4,218,REJECTED,"Soybean,Bajra,Cotton"
979,1069,FARM000979,AGR000979,a2426ae7-fd73-4aa2-a886-c69d7a38d953,5,12,470,REJECTED,"Soybean,Bajra,Cotton"
980,1070,FARM000980,AGR000980,e261a32a-e86a-457f-9d4f-91d54866f1c1,6,14,196,PENDING,"Soybean,Bajra,Cotton"
981,1071,FARM000981,AGR000981,4938a41f-c1db-42c0-a683-dbe270fbe6c7,3,9,454,PENDING,"Soybean,Bajra,Cotton"
982,1072,FARM000982,AGR000982,46e00280-a431-48ad-a2b8-8e8153037fd6,8,33,270,REJECTED,"Soybean,Bajra,Cotton"
983,1073,FARM000983,AGR000983,249e0c06-6d8c-4e3c-8b3b-952a7a4bf334,4,9,91,REJECTED,"Soybean,Bajra,Cotton"
984,1074,FARM000984,AGR000984,0b60f406-ea50-4045-8c60-5b14e49bcecc,6,35,136,VERIFIED,"Soybean,Bajra,Cotton"
985,1075,FARM000985,AGR000985,df579baf-20c2-4af6-b9e2-06770cd87d8b,7,12,36,PENDING,"Soybean,Bajra,Cotton"
986,1076,FARM000986,AGR000986,e0c439dd-b1de-405c-aaad-cfd656f75753,2,14,56,PENDING,"Soybean,Bajra,Cotton"
987,1077,FARM000987,AGR000987,d12148cf-a37b-44c1-9f1c-3dc5467716df,8,21,307,VERIFIED,"Soybean,Bajra,Cotton"
988,1078,FARM000988,AGR000988,f8cd54ca-12d3-4e6c-92f3-8b733cb4c6a1,5,18,404,PENDING,"Soybean,Bajra,Cotton"
989,1079,FARM000989,AGR000989,0b591238-53dd-4352-b76a-0ad4b15529d2,1,37,335,REJECTED,"Soybean,Bajra,Cotton"
990,1080,FARM000990,AGR000990,ddb31576-5ad7-4921-aa6c-54733adcb2cf,2,37,23,VERIFIED,"Soybean,Bajra,Cotton"
991,1081,FARM000991,AGR000991,87c4591b-942f-422d-9a3a-d287f2296928,3,37,133,REJECTED,"Soybean,Bajra,Cotton"
992,1082,FARM000992,AGR000992,bcbf9739-1e14-41c7-aab6-189d1e747151,2,38,444,PENDING,"Soybean,Bajra,Cotton"
993,1083,FARM000993,AGR000993,019b4f75-ec64-4aa4-907d-3c38af4c4bec,4,16,251,REJECTED,"Soybean,Bajra,Cotton"
994,1084,FARM000994,AGR000994,a5f46f5b-4c47-456b-8022-d4abd64e3cfc,6,30,24,PENDING,"Soybean,Bajra,Cotton"
995,1085,FARM000995,AGR000995,33137670-b113-4e29-b6ca-250cb8e9a30e,5,8,204,REJECTED,"Soybean,Bajra,Cotton"
996,1086,FARM000996,AGR000996,b349d797-51c3-4463-b28b-016bcdb38186,6,36,153,REJECTED,"Soybean,Bajra,Cotton"
997,1087,FARM000997,AGR000997,dfa3a188-6737-4e69-8684-0caa73ee7fb9,2,13,413,REJECTED,"Soybean,Bajra,Cotton"
998,1088,FARM000998,AGR000998,ad76e409-be88-450c-bdbc-00f9d5d01f1c,6,19,141,PENDING,"Soybean,Bajra,Cotton"
999,1089,FARM000999,AGR000999,479267ef-f543-44a6-91c6-02a540bc58f5,2,15,399,VERIFIED,"Soybean,Bajra,Cotton"
1000,1090,FARM001000,AGR001000,61500986-a9d8-4bf4-93c5-027a6af48f39,2,40,196,PENDING,"Soybean,Bajra,Cotton"
1001,1091,FARM001001,AGR001001,de60dc8a-7047-4e03-adf5-d9502662e5f2,3,28,174,PENDING,"Soybean,Bajra,Cotton"
1002,1092,FARM001002,AGR001002,799fd31f-7b74-4b47-9280-2f9bb6720f74,4,11,444,REJECTED,"Soybean,Bajra,Cotton"
1003,1093,FARM001003,AGR001003,ee4cf8a3-8aa2-4404-a91d-ff36227341d3,5,12,296,VERIFIED,"Soybean,Bajra,Cotton"
1004,1094,FARM001004,AGR001004,8949141b-2f2c-4fff-860f-e41477518201,3,2,124,PENDING,"Soybean,Bajra,Cotton"
1005,1095,FARM001005,AGR001005,8cf20f06-15be-41a1-9917-dc7632061673,8,9,284,REJECTED,"Soybean,Bajra,Cotton"
1006,1096,FARM001006,AGR001006,ff23faf2-dfb3-4ae6-8b57-c48c6e3e1f3b,7,38,240,VERIFIED,"Soybean,Bajra,Cotton"
1007,1097,FARM001007,AGR001007,cc5f091f-09f4-4167-bb5f-2b58cd947136,1,24,426,VERIFIED,"Soybean,Bajra,Cotton"
1008,1098,FARM001008,AGR001008,49634000-ce07-4b8d-bd88-8fb6fa0a813d,1,21,429,VERIFIED,"Soybean,Bajra,Cotton"
1009,1099,FARM001009,AGR001009,4c52e56c-09c1-45b4-bb59-72ce3523cecf,1,39,31,VERIFIED,"Soybean,Bajra,Cotton"
1010,1100,FARM001010,AGR001010,716f896b-ba6a-4ac7-b52d-398d935f498f,3,20,151,REJECTED,"Soybean,Bajra,Cotton"
1011,1101,FARM001011,AGR001011,991ec6f8-cb90-42bd-a849-5bad8befd0b1,2,33,352,VERIFIED,"Soybean,Bajra,Cotton"
1012,1102,FARM001012,AGR001012,89ecf0f1-10b8-4d5b-9302-f24b88e9414f,7,10,278,REJECTED,"Soybean,Bajra,Cotton"
1013,1103,FARM001013,AGR001013,e3f78a92-583e-4326-8d3e-d535543bce06,5,21,90,VERIFIED,"Soybean,Bajra,Cotton"
1014,1104,FARM001014,AGR001014,2b8f2ce9-393c-4771-b6c6-a73ee3ad5bb9,8,11,229,PENDING,"Soybean,Bajra,Cotton"
1015,1105,FARM001015,AGR001015,72d1bb75-e2eb-42c2-9062-9593a69a84f5,3,9,156,PENDING,"Soybean,Bajra,Cotton"
1016,1106,FARM001016,AGR001016,99925789-0670-4162-a3e8-77f4e4bdf119,3,36,166,REJECTED,"Soybean,Bajra,Cotton"
1017,1107,FARM001017,AGR001017,5621e695-f30d-4d59-98b7-6b20ecbcddb7,4,26,190,VERIFIED,"Soybean,Bajra,Cotton"
1018,1108,FARM001018,AGR001018,918f9369-cab9-466d-beed-09428bb16c51,6,39,478,PENDING,"Soybean,Bajra,Cotton"
1019,1109,FARM001019,AGR001019,1f7e1a16-be4f-411e-b9f0-0fb019a46698,2,35,284,REJECTED,"Soybean,Bajra,Cotton"
1020,1110,FARM001020,AGR001020,83e019d4-79e2-4254-af2d-5593641d627f,2,37,131,REJECTED,"Soybean,Bajra,Cotton"
1021,1111,FARM001021,AGR001021,4a6fc053-9a7c-43fd-9506-98bf5c0e6a89,2,10,449,PENDING,"Soybean,Bajra,Cotton"
1022,1112,FARM001022,AGR001022,ca5c985d-c46e-4ca2-972a-cbf01c39c47a,6,27,10,REJECTED,"Soybean,Bajra,Cotton"
1023,1113,FARM001023,AGR001023,bf29c37a-2598-4435-88ea-475bd75b2617,2,7,93,REJECTED,"Soybean,Bajra,Cotton"
1024,1114,FARM001024,AGR001024,24c9758b-c791-4c0f-bbbc-1edee8a73f53,7,17,163,VERIFIED,"Soybean,Bajra,Cotton"
1025,1115,FARM001025,AGR001025,38ec8c68-9529-4769-b314-426e096ff648,3,18,355,VERIFIED,"Soybean,Bajra,Cotton"
1026,1116,FARM001026,AGR001026,63baf338-cdca-46b1-8adf-50c3169ff5df,6,23,176,REJECTED,"Soybean,Bajra,Cotton"
1027,1117,FARM001027,AGR001027,431c9073-de0b-4ac2-8a04-2d8b99466509,3,30,236,REJECTED,"Soybean,Bajra,Cotton"
1028,1118,FARM001028,AGR001028,49b241cd-29a0-4949-91f8-5893fe0d16b3,1,22,156,PENDING,"Soybean,Bajra,Cotton"
1029,1119,FARM001029,AGR001029,36d3bc7d-be8e-402b-9c19-08070d2af64f,2,21,452,VERIFIED,"Soybean,Bajra,Cotton"
1030,1120,FARM001030,AGR001030,f3c10403-6281-4768-858c-3098267cf924,6,34,207,REJECTED,"Soybean,Bajra,Cotton"
1031,1121,FARM001031,AGR001031,e83b5b70-b75c-47c1-af0c-1f09c962acaf,6,36,285,REJECTED,"Soybean,Bajra,Cotton"
1032,1122,FARM001032,AGR001032,d89a1a45-9f9f-40df-9e4c-55482efc1590,6,29,141,VERIFIED,"Soybean,Bajra,Cotton"
1033,1123,FARM001033,AGR001033,69c11d05-40e7-4310-88d2-162669ad65f7,2,20,322,VERIFIED,"Soybean,Bajra,Cotton"
1034,1124,FARM001034,AGR001034,ca38a4f2-3893-4de5-931f-ad6a2b52ca3c,4,28,21,VERIFIED,"Soybean,Bajra,Cotton"
1035,1125,FARM001035,AGR001035,76022b82-225e-4345-9e31-b1ac6ab5f130,5,36,470,REJECTED,"Soybean,Bajra,Cotton"
1036,1126,FARM001036,AGR001036,8f52c38d-83d0-4581-b904-0f5a399f79e5,3,27,468,REJECTED,"Soybean,Bajra,Cotton"
1037,1127,FARM001037,AGR001037,c87fc625-7b6a-4f61-b6b5-630892679038,2,9,471,VERIFIED,"Soybean,Bajra,Cotton"
1038,1128,FARM001038,AGR001038,063afd51-f79d-4665-a501-1748f2392897,2,9,345,PENDING,"Soybean,Bajra,Cotton"
1039,1129,FARM001039,AGR001039,bd41aeb8-235d-49a6-ba86-c5c845c0b6cd,1,16,27,VERIFIED,"Soybean,Bajra,Cotton"
1040,1130,FARM001040,AGR001040,7d8189ea-3712-4fc7-a722-52f096c5ccf0,1,16,387,VERIFIED,"Soybean,Bajra,Cotton"
1041,1131,FARM001041,AGR001041,92779107-1eac-4ff6-aafb-ee2b191daae3,7,35,451,VERIFIED,"Soybean,Bajra,Cotton"
1042,1132,FARM001042,AGR001042,62d04cf0-4b6a-40e4-99ca-683566fedb0e,3,34,440,REJECTED,"Soybean,Bajra,Cotton"
1043,1133,FARM001043,AGR001043,080a3b1a-d720-41a4-9927-80a3d6661ce4,7,31,415,PENDING,"Soybean,Bajra,Cotton"
1044,1134,FARM001044,AGR001044,db6dc2f6-b7e3-4a4c-b19f-ff21fc1a0a72,1,15,349,PENDING,"Soybean,Bajra,Cotton"
1045,1135,FARM001045,AGR001045,f9f8e457-7580-49e3-b2b1-24c409c9eda0,5,36,375,PENDING,"Soybean,Bajra,Cotton"
1046,1136,FARM001046,AGR001046,9322b034-ebb8-4091-8be8-e8db7d1eb273,1,24,224,VERIFIED,"Soybean,Bajra,Cotton"
1047,1137,FARM001047,AGR001047,42e428af-6229-4387-9b7b-85ca21bfd8b7,8,9,289,REJECTED,"Soybean,Bajra,Cotton"
1048,1138,FARM001048,AGR001048,49add292-2248-4694-9542-388443e14916,6,1,365,REJECTED,"Soybean,Bajra,Cotton"
1049,1139,FARM001049,AGR001049,ef6597e0-3e5e-4863-ba40-d1ade6b69eb1,8,36,436,REJECTED,"Soybean,Bajra,Cotton"
1050,1140,FARM001050,AGR001050,d00004b3-d6df-4859-8174-80c7a152528c,3,1,173,PENDING,"Soybean,Bajra,Cotton"
1051,1141,FARM001051,AGR001051,189b1dff-aebc-4a12-954b-750f3263f695,7,24,291,VERIFIED,"Soybean,Bajra,Cotton"
1052,1142,FARM001052,AGR001052,11a7c98c-f92d-4795-ab93-2b81826db64c,8,3,469,VERIFIED,"Soybean,Bajra,Cotton"
1053,1143,FARM001053,AGR001053,4043950e-41cb-4831-baf4-6e465549969a,8,5,46,REJECTED,"Soybean,Bajra,Cotton"
1054,1144,FARM001054,AGR001054,8c8fe0a1-60b0-41ae-96da-ec56febc0af8,7,21,120,PENDING,"Soybean,Bajra,Cotton"
1055,1145,FARM001055,AGR001055,93d6a0b4-ccc2-4bc0-82e8-6f1ac16bdb16,8,6,228,REJECTED,"Soybean,Bajra,Cotton"
1056,1146,FARM001056,AGR001056,6bcef782-4208-4b16-81d1-642803cb2482,8,38,158,REJECTED,"Soybean,Bajra,Cotton"
1057,1147,FARM001057,AGR001057,d4fc9d4d-b59c-48f4-869d-34e7665168e3,6,32,435,REJECTED,"Soybean,Bajra,Cotton"
1058,1148,FARM001058,AGR001058,58d562db-f227-425c-8897-03ccf6ffc964,4,28,39,PENDING,"Soybean,Bajra,Cotton"
1059,1149,FARM001059,AGR001059,d2a5ec70-3072-4d30-8c58-dac23650601d,2,33,177,REJECTED,"Soybean,Bajra,Cotton"
1060,1150,FARM001060,AGR001060,b7673e8d-535a-41cb-bb46-4d6214d900a7,3,35,217,REJECTED,"Soybean,Bajra,Cotton"
1061,1151,FARM001061,AGR001061,07acb371-b1f7-4fe7-9baf-0e574a211b75,4,16,114,VERIFIED,"Soybean,Bajra,Cotton"
1062,1152,FARM001062,AGR001062,10ffbed7-9a49-4b54-8168-2ee8ca7f4ccc,4,22,12,PENDING,"Soybean,Bajra,Cotton"
1063,1153,FARM001063,AGR001063,14c6c143-b096-4e8e-870d-58cfd6c1a0e3,5,19,29,VERIFIED,"Soybean,Bajra,Cotton"
1064,1154,FARM001064,AGR001064,7099194c-bddb-47c9-9556-55aae4242666,7,20,471,REJECTED,"Soybean,Bajra,Cotton"
1065,1155,FARM001065,AGR001065,293d36e9-5058-4356-bcaa-e4635b67d682,7,39,373,PENDING,"Soybean,Bajra,Cotton"
1066,1156,FARM001066,AGR001066,239a2d83-c3b4-4aee-a549-83b402c8b06a,3,31,233,PENDING,"Soybean,Bajra,Cotton"
1067,1157,FARM001067,AGR001067,644fb858-9b9f-40a6-8a5b-294f769136bc,5,26,21,VERIFIED,"Soybean,Bajra,Cotton"
1068,1158,FARM001068,AGR001068,4cd78a63-7b32-44d6-bb0e-157194aa6a1f,8,40,166,VERIFIED,"Soybean,Bajra,Cotton"
1069,1159,FARM001069,AGR001069,f85c40f8-6cbb-4bc9-a7ae-7d0b57fad087,1,32,445,VERIFIED,"Soybean,Bajra,Cotton"
1070,1160,FARM001070,AGR001070,007df29f-b98d-47e9-a205-51c8b2589f85,4,18,190,REJECTED,"Soybean,Bajra,Cotton"
1071,1161,FARM001071,AGR001071,3d181217-eae4-438a-94dc-3938a807abd3,2,22,4,REJECTED,"Soybean,Bajra,Cotton"
1072,1162,FARM001072,AGR001072,08a3650f-a8b8-4352-9d1b-50d510ae9adc,6,23,199,REJECTED,"Soybean,Bajra,Cotton"
1073,1163,FARM001073,AGR001073,4fc0ce67-51c1-4d45-b354-33ba11013a1e,2,22,170,REJECTED,"Soybean,Bajra,Cotton"
1074,1164,FARM001074,AGR001074,ee8125b8-d0e3-4962-acf7-dd704064630b,6,20,73,VERIFIED,"Soybean,Bajra,Cotton"
1075,1165,FARM001075,AGR001075,a7841d5a-ab29-49b2-a833-1676239844c6,1,38,435,VERIFIED,"Soybean,Bajra,Cotton"
1076,1166,FARM001076,AGR001076,9ab1d6dc-0af3-4563-ab27-472a410f118d,8,35,376,PENDING,"Soybean,Bajra,Cotton"
1077,1167,FARM001077,AGR001077,cb27ebc2-f67d-46e7-ad64-3097b947f296,4,33,54,VERIFIED,"Soybean,Bajra,Cotton"
1078,1168,FARM001078,AGR001078,667f2fd9-cdde-4a18-bd98-a1fd6901a33f,6,14,210,REJECTED,"Soybean,Bajra,Cotton"
1079,1169,FARM001079,AGR001079,01d6ddab-6178-4caf-96bc-73e948bfd360,5,22,130,REJECTED,"Soybean,Bajra,Cotton"
1080,1170,FARM001080,AGR001080,e951f8f2-ff81-4ce5-801f-8bb82fecb9aa,1,5,274,PENDING,"Soybean,Bajra,Cotton"
1081,1171,FARM001081,AGR001081,4e05f90a-dbc9-45b0-a5cd-d24d38a3b060,6,5,296,REJECTED,"Soybean,Bajra,Cotton"
1082,1172,FARM001082,AGR001082,461b1a26-f534-4632-95a0-ab301dadc4be,7,37,132,VERIFIED,"Soybean,Bajra,Cotton"
1083,1173,FARM001083,AGR001083,b612bb53-5c20-4da3-b797-199e1dd63572,6,27,13,PENDING,"Soybean,Bajra,Cotton"
1084,1174,FARM001084,AGR001084,f8193cd7-febf-4fa9-8b56-36ab8dbf541e,5,2,189,VERIFIED,"Soybean,Bajra,Cotton"
1085,1175,FARM001085,AGR001085,4157f2b3-3df2-4098-8ab4-1823ce4b23d3,1,16,283,REJECTED,"Soybean,Bajra,Cotton"
1086,1176,FARM001086,AGR001086,9cbbd97e-1fda-4434-be3c-5fff4dfbafb6,8,7,305,PENDING,"Soybean,Bajra,Cotton"
1087,1177,FARM001087,AGR001087,6a161d28-15df-4529-ad72-ce9aae7747c8,2,35,357,PENDING,"Soybean,Bajra,Cotton"
1088,1178,FARM001088,AGR001088,e8e8cf6c-ccbd-46d9-9c8b-40f612b76d98,6,7,74,VERIFIED,"Soybean,Bajra,Cotton"
1089,1179,FARM001089,AGR001089,e46ec053-3276-427e-8a9e-fcd47b0d961e,8,29,407,VERIFIED,"Soybean,Bajra,Cotton"
1090,1180,FARM001090,AGR001090,0f76c7dd-19ac-4aa8-a301-52c942d8818a,3,35,415,PENDING,"Soybean,Bajra,Cotton"
1091,1181,FARM001091,AGR001091,215a0b46-c9f6-49f2-bf69-0bba896a158e,6,31,343,PENDING,"Soybean,Bajra,Cotton"
1092,1182,FARM001092,AGR001092,9dea327a-88f7-4ed4-a9cb-b5ab6fd0fb54,7,40,287,REJECTED,"Soybean,Bajra,Cotton"
1093,1183,FARM001093,AGR001093,f73d5215-a3b0-4042-ba8b-f10e82d8985a,4,6,440,VERIFIED,"Soybean,Bajra,Cotton"
1094,1184,FARM001094,AGR001094,a25eb428-c70c-4532-bba1-68f5f51aafee,1,10,409,PENDING,"Soybean,Bajra,Cotton"
1095,1185,FARM001095,AGR001095,e616f25f-8acb-406b-ad75-e8152ce6700d,6,12,210,PENDING,"Soybean,Bajra,Cotton"
1096,1186,FARM001096,AGR001096,c8015fc5-b833-484d-acdc-0523ce88dcc8,5,28,99,VERIFIED,"Soybean,Bajra,Cotton"
1097,1187,FARM001097,AGR001097,e463de49-d7a0-4a31-b33c-3c2618a5c7d4,2,35,68,VERIFIED,"Soybean,Bajra,Cotton"
1098,1188,FARM001098,AGR001098,69e18855-5fb1-4daa-ac71-bd53d3edbe66,5,29,414,REJECTED,"Soybean,Bajra,Cotton"
1099,1189,FARM001099,AGR001099,29720779-721c-4158-a552-7a0105f47fe6,3,1,387,VERIFIED,"Soybean,Bajra,Cotton"
1100,1190,FARM001100,AGR001100,37eb419d-edc4-402b-b498-ba480a79255b,6,21,10,VERIFIED,"Soybean,Bajra,Cotton"
1101,1191,FARM001101,AGR001101,67e88dc1-487d-49f9-a063-8061252a66f2,7,17,122,VERIFIED,"Soybean,Bajra,Cotton"
1102,1192,FARM001102,AGR001102,8881f5ab-1cb4-438c-a8d3-a00f5c33ae5d,2,29,108,VERIFIED,"Soybean,Bajra,Cotton"
1103,1193,FARM001103,AGR001103,986130ec-8587-4012-9ed4-41fbb315ea96,4,7,118,VERIFIED,"Soybean,Bajra,Cotton"
1104,1194,FARM001104,AGR001104,b4b88bac-bfeb-4b1a-a540-63c824f11e8f,2,29,300,VERIFIED,"Soybean,Bajra,Cotton"
1105,1195,FARM001105,AGR001105,6c9e1bf7-1b74-495b-9546-6115efc7aef0,6,28,162,PENDING,"Soybean,Bajra,Cotton"
1106,1196,FARM001106,AGR001106,695ed7af-d087-4160-aa65-6e3d7bd0e603,3,26,242,REJECTED,"Soybean,Bajra,Cotton"
1107,1197,FARM001107,AGR001107,39afa65d-cd3f-4d89-9737-5bc2f0dc8a0e,3,21,195,PENDING,"Soybean,Bajra,Cotton"
1108,1198,FARM001108,AGR001108,ba818564-9249-4711-ae8b-2d75ba002ffa,3,35,52,REJECTED,"Soybean,Bajra,Cotton"
1109,1199,FARM001109,AGR001109,c9ac4f2f-e673-4eef-b858-fdf4c06fab95,2,29,288,PENDING,"Soybean,Bajra,Cotton"
1110,1200,FARM001110,AGR001110,8dce3345-2bd9-45cf-8e12-f426971831a9,2,5,383,VERIFIED,"Soybean,Bajra,Cotton"
1111,1201,FARM001111,AGR001111,4ccb1868-2b13-4cb4-8c17-35f3595fa1c4,6,9,43,REJECTED,"Soybean,Bajra,Cotton"
1112,1202,FARM001112,AGR001112,4df0de89-9c2d-4088-82db-4db1d63b429f,7,31,242,PENDING,"Soybean,Bajra,Cotton"
1113,1203,FARM001113,AGR001113,dd333595-8242-4e1b-9ec0-fab953b5a8f3,3,40,443,PENDING,"Soybean,Bajra,Cotton"
1114,1204,FARM001114,AGR001114,86a21eb8-d001-48af-b8a3-8f6e407c7e38,8,12,477,PENDING,"Soybean,Bajra,Cotton"
1115,1205,FARM001115,AGR001115,fa89593e-70e6-48eb-a2d5-2e99a9c9a946,5,36,49,REJECTED,"Soybean,Bajra,Cotton"
1116,1206,FARM001116,AGR001116,06cabdb7-c2d1-4f6d-aefe-4ace496e60e0,3,22,191,VERIFIED,"Soybean,Bajra,Cotton"
1117,1207,FARM001117,AGR001117,0911a443-c233-45ab-bfe8-b1f1eeaa1881,4,16,229,REJECTED,"Soybean,Bajra,Cotton"
1118,1208,FARM001118,AGR001118,993cdddf-28e5-4a0d-b234-ab89036a6227,7,33,254,PENDING,"Soybean,Bajra,Cotton"
1119,1209,FARM001119,AGR001119,73edbcef-1348-4f9b-b804-c1b91f958004,3,14,117,PENDING,"Soybean,Bajra,Cotton"
1120,1210,FARM001120,AGR001120,dc8bdd9f-d7a0-4350-ac6b-a2e94e969fb6,6,5,37,PENDING,"Soybean,Bajra,Cotton"
1121,1211,FARM001121,AGR001121,96f9232b-a8a9-49ac-8127-311c4ce55669,2,31,93,REJECTED,"Soybean,Bajra,Cotton"
1122,1212,FARM001122,AGR001122,fda07323-c9e5-4de1-8b1f-e7f99a26de81,8,30,1,PENDING,"Soybean,Bajra,Cotton"
1123,1213,FARM001123,AGR001123,d79bb105-0d0a-4c70-8ba1-a5ebb63546fb,2,38,19,REJECTED,"Soybean,Bajra,Cotton"
1124,1214,FARM001124,AGR001124,6cfa6b74-ca30-41b2-8f5f-4b1577a4afbd,7,13,14,REJECTED,"Soybean,Bajra,Cotton"
1125,1215,FARM001125,AGR001125,7dd025cb-91e6-40c3-81ef-cdc72b98316f,3,13,387,PENDING,"Soybean,Bajra,Cotton"
1126,1216,FARM001126,AGR001126,79f2100d-5b17-4fcd-8490-a5121d23c52a,7,21,108,PENDING,"Soybean,Bajra,Cotton"
1127,1217,FARM001127,AGR001127,34d549ea-d7b3-471d-9f59-07d09ebd0c75,4,35,478,PENDING,"Soybean,Bajra,Cotton"
1128,1218,FARM001128,AGR001128,f6381caa-87c5-4f28-90d1-f2c767c276e9,4,1,128,PENDING,"Soybean,Bajra,Cotton"
1129,1219,FARM001129,AGR001129,8b09e51e-f6d5-4d8a-bf65-f0189153b3a3,1,3,342,PENDING,"Soybean,Bajra,Cotton"
1130,1220,FARM001130,AGR001130,54733b6b-b3d6-47a0-a397-5e077a8ff04d,1,40,363,VERIFIED,"Soybean,Bajra,Cotton"
1131,1221,FARM001131,AGR001131,1dd67b69-367a-4788-b08a-20870762c479,1,25,269,PENDING,"Soybean,Bajra,Cotton"
1132,1222,FARM001132,AGR001132,158f1254-7b43-483d-ac18-d88c909546a4,8,23,430,VERIFIED,"Soybean,Bajra,Cotton"
1133,1223,FARM001133,AGR001133,de6be4b2-ff78-4dfa-822a-dfa48abac7b6,8,10,301,VERIFIED,"Soybean,Bajra,Cotton"
1134,1224,FARM001134,AGR001134,592889df-a2b0-4912-89b7-b1d6353f26fd,3,30,161,REJECTED,"Soybean,Bajra,Cotton"
1135,1225,FARM001135,AGR001135,3d728c3d-913d-4f0d-92d0-ba2beb9da62e,5,35,240,VERIFIED,"Soybean,Bajra,Cotton"
1136,1226,FARM001136,AGR001136,6bb7be28-0fe1-484e-91be-48b7a10c518a,5,22,457,PENDING,"Soybean,Bajra,Cotton"
1137,1227,FARM001137,AGR001137,16fcae8e-018c-4355-ba5e-22b0d1c9f04a,1,5,395,VERIFIED,"Soybean,Bajra,Cotton"
1138,1228,FARM001138,AGR001138,97769baa-6f41-4087-9bb6-c7dbe287b04e,8,1,269,PENDING,"Soybean,Bajra,Cotton"
1139,1229,FARM001139,AGR001139,5f6aba33-27c9-4e3a-bff0-34fd3305f66d,2,31,415,VERIFIED,"Soybean,Bajra,Cotton"
1140,1230,FARM001140,AGR001140,072147f1-2673-44b8-bf2e-37f5ff7aba68,2,18,7,PENDING,"Soybean,Bajra,Cotton"
1141,1231,FARM001141,AGR001141,f306a557-fc89-4969-bccf-f0becf204d4a,2,35,425,REJECTED,"Soybean,Bajra,Cotton"
1142,1232,FARM001142,AGR001142,79051339-358f-44df-9c1d-f7229164a39c,4,26,439,VERIFIED,"Soybean,Bajra,Cotton"
1143,1233,FARM001143,AGR001143,8bd5654b-b660-4509-8500-49d42aeb0965,2,21,312,VERIFIED,"Soybean,Bajra,Cotton"
1144,1234,FARM001144,AGR001144,5e58e0ad-3762-4c93-8cfc-6efcca6f1d78,7,37,298,VERIFIED,"Soybean,Bajra,Cotton"
1145,1235,FARM001145,AGR001145,45d61d21-35cb-4891-90e7-f7e2a1166b2b,1,6,91,VERIFIED,"Soybean,Bajra,Cotton"
1146,1236,FARM001146,AGR001146,c06165e3-ff47-4641-b26b-490f80b1ebe6,4,12,167,PENDING,"Soybean,Bajra,Cotton"
1147,1237,FARM001147,AGR001147,cd36d7f6-1752-4e8d-99dc-38fd441ba3be,7,4,178,PENDING,"Soybean,Bajra,Cotton"
1148,1238,FARM001148,AGR001148,7e312b5c-295e-4d36-937a-ed7cc4132dae,3,33,423,PENDING,"Soybean,Bajra,Cotton"
1149,1239,FARM001149,AGR001149,ecd94140-5a1a-4b7f-ad42-951f8ba8ea3f,4,20,267,VERIFIED,"Soybean,Bajra,Cotton"
1150,1240,FARM001150,AGR001150,76544cd4-b839-4e70-a213-9d1ffff07e8b,4,22,212,VERIFIED,"Soybean,Bajra,Cotton"
1151,1241,FARM001151,AGR001151,cecc3c05-0319-4774-99d4-07778a276c31,8,15,159,VERIFIED,"Soybean,Bajra,Cotton"
1152,1242,FARM001152,AGR001152,378969e9-86de-43bb-9e5b-786ae6c039f5,6,25,294,VERIFIED,"Soybean,Bajra,Cotton"
1153,1243,FARM001153,AGR001153,1b64d46e-7df6-4b37-802f-b0d7a4a892da,7,37,198,VERIFIED,"Soybean,Bajra,Cotton"
1154,1244,FARM001154,AGR001154,3ad8d279-db23-48ab-b264-c35e6557e6a9,2,7,55,PENDING,"Soybean,Bajra,Cotton"
1155,1245,FARM001155,AGR001155,22152b74-a636-4481-b9b0-c32b5476fbc5,2,32,25,REJECTED,"Soybean,Bajra,Cotton"
1156,1246,FARM001156,AGR001156,7585e7ee-78ff-4ff8-bf02-9cd713249cb5,2,40,17,VERIFIED,"Soybean,Bajra,Cotton"
1157,1247,FARM001157,AGR001157,a1e84925-3e6e-48b9-8d6f-40de86fbb21e,1,9,423,REJECTED,"Soybean,Bajra,Cotton"
1158,1248,FARM001158,AGR001158,1df35d3e-4cf1-4bbd-9101-326a7a785a79,4,40,290,PENDING,"Soybean,Bajra,Cotton"
1159,1249,FARM001159,AGR001159,12b1695c-0efa-4843-b056-0dddfb83684b,7,16,138,PENDING,"Soybean,Bajra,Cotton"
